"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准設立日期"
"2887","83161190","芯創醫學科技有限公司","新北市板橋區三民路2段28號9樓","許靖昇","1000000","1091006"
"2888","83161207","冠統科技有限公司","新北市鶯歌區中正三路151號7樓","鄭聿竤","500000","1091006"
"2889","83161213","頂好不動產經紀有限公司","新北市蘆洲區光榮路116號","張榮隆","500000","1091006"
"2890","83161229","源興高分子有限公司","新北市新莊區五工三路84號(1樓)","陳怡心","14000000","1091006"
"2891","83161234","勝月廣告有限公司","新北市板橋區漢生東路127號2樓","陸奕瑞","5000000","1091006"
"2892","83161240","宏匯工程有限公司","新北市新莊區立信三街35巷14號9樓","陳愐","1000000","1091006"
"2893","83161255","佳虹企業有限公司","新北市汐止區中興路6號5樓","吳昭茂","500000","1091006"
"2894","83161261","頂超生技有限公司","新北市中和區中原街80號(1樓)","李秧舜","1000000","1091006"
"2895","83161277","來億水電有限公司","新北市新莊區中正路855巷7弄2號(1樓)","張俊偉","1000000","1091006"
"2896","83161282","立麟有限公司","新北市汐止區樟樹一路1巷8號4樓","曾御銘","250000","1091006"
"2897","83161298","德泰管理顧問有限公司","新北市汐止區康寧街141巷53號10樓之2","蔡德茂","100000","1091006"
"2898","83161305","玄騁實業有限公司","新北市五股區新五路3段248號","顏丞佐","100000","1091006"
"2899","83161311","梅登利管理顧問有限公司","新北市新莊區昌平街82巷15弄17號3樓","陳應薇","1000000","1091006"
"2900","83161327","志泓工程有限公司","新北市板橋區民權路202巷17弄3號4樓","李林子芸","1000000","1091006"
"2901","83161332","豐漢生活館有限公司","新北市新莊區四維路97巷7號","羅志強","16000000","1091007"
"2902","83161348","尹華有限公司","新北市新莊區後港一路175號6樓之3","吳純樺","100000","1091006"
"2903","83161353","長原建設有限公司","新北市三重區光復路2段80之3號","朱俊源","2000000","1091006"
"2904","83161369","匯巨精品有限公司","新北市土城區大暖路3號","林庭孝","1000000","1091006"
"2905","83161375","唯快企業有限公司","新北市三重區永福街177巷11弄2號","曹苓","500000","1091006"
"2906","83161380","宇羅投資股份有限公司","新北市土城區大暖路132號(2樓)","秦採玉","12500000","1091006"
"2907","83161396","正確投資股份有限公司","新北市淡水區福寮77巷101號2樓","盧立華","10000000","1091007"
"2908","83161419","鹽之華映像有限公司","新北市三重區長壽西街150號3樓","林詠喬","300000","1091007"
"2909","83161425","宇潤股份有限公司","新北市新莊區五工三路94巷14號（1樓）","魏和勝","12000000","1091007"
"2910","83161430","邦克工程有限公司","新北市三重區三和路3段107巷4號4樓","李信憲","500000","1091006"
"2911","83161446","御丞工程有限公司","新北市中和區立人街27號5樓","陳淑靜","300000","1091006"
"2912","83161467","環球人力資源顧問有限公司","新北市板橋區光華街24巷3號2樓","劉翠梅","500000","1091007"
"2913","83161473","杰菲生物科技有限公司","新北市中和區景平路438號（1樓）","王秀娟","500000","1091007"
"2914","83161488","泓睿數位有限公司","新北市新莊區中和街117號（1樓）","陳歆霓","100000","1091007"
"2915","83161494","安若威有限公司","新北市淡水區新市一路3段110號4樓","王培戎","1000000","1091007"
"2916","83161516","鈦揚有限公司","新北市新莊區五權一路3號8樓之7","楊玉鳳","3000000","1091007"
"2917","83161537","時貿股份有限公司","新北市瑞芳區東勢街201巷106弄89號","曾恒隆","136776040","1091008"
"2918","83161543","鈉鈉科技有限公司","新北市板橋區民生路3段66號14樓之1","許媺瑜","100000","1091007"
"2919","83161558","和勁實業有限公司","新北市新店區民族路192之1號17樓","陳 芸 甄","600000","1091007"
"2920","83161564","東居安心有限公司","新北市三峽區大義路217號9樓之1","黃楚立","50000","1091007"
"2921","83161570","夢想家綠色科技有限公司","新北市蘆洲區中山一路95巷20弄13號","吳威賢","1000000","1091007"
"2922","83161585","大郡開發置業股份有限公司","新北市永和區永貞路127號","張慧君","1500000","1091007"
"2923","83161591","馨錩電子有限公司","新北市三峽區文化路212之3號3樓","李婉竹","30000","1091007"
"2924","83161608","英諾崴有限公司","新北市新莊區五工三路70巷10號2樓","王韻晴","500000","1091007"
"2925","83161614","康德國際股份有限公司","新北市新店區寶興路42巷17號","汪品葶","3000000","1091007"
"2926","83161620","霆旺科技股份有限公司","新北市林口區信義路283號15樓之1","周才強","1000000","1091007"
"2927","83161635","盛和地產行銷有限公司","新北市新莊區思源路192巷46號","黃李夢梨","1080000","1091007"
"2928","83161641","極光商城有限公司","新北市永和區中正路73號2樓","劉建宇","300000","1091007"
"2929","83161656","立福君臨國際有限公司","新北市三重區大同北路7號（1樓）","黃柏翰","200000","1091007"
"2930","83161662","便利租有限公司","新北市三重區三德街37號(1樓)","劉芳志","1000000","1091007"
"2931","83161678","康禾精工貿易有限公司","新北市中和區連城路89巷30號地下一層","李思賢","1000000","1091007"
"2932","83161683","安心家國際貿易股份有限公司","新北市板橋區建國街54巷33號3樓","林盈鵑","750000","1091008"
"2933","83161699","華城清潔有限公司","新北市汐止區福德二路54巷2弄2號","李如萍","525000","1091007"
"2934","83161706","詮鋐股份有限公司","新北市新莊區五工三路94巷14號(1樓)","莊宏傑","15000000","1091007"
"2935","83161712","締博企業有限公司","新北市三重區重新路5段511之2號12樓","李光斌","1000000","1091007"
"2936","83161728","曜美生技有限公司","新北市新店區中正路131號2樓","陳郁雯","200000","1091007"
"2937","83161733","昇運貿易有限公司","新北市淡水區新市一路3段101巷172號20樓","鄭懿彣","289000","1091007"
"2938","83161749","璟昇工程有限公司","新北市樹林區保安街2段337巷61號5樓","張汶卉","50000","1091007"
"2939","83161754","義意投資股份有限公司","新北市中和區連城路89巷30號地下1層","盧善浩","5000000","1091007"
"2940","83161760","治富餐飲股份有限公司","新北市土城區中華路1段56巷13號","黃治豪","5000000","1091007"
"2941","83161776","田富投資股份有限公司","新北市永和區永和路1段210巷4號(1樓)","黃佳卉","5000000","1091007"
"2942","83161781","慶達國際實業有限公司","新北市樹林區復興路379號2樓","陳錤陞","1000000","1091007"
"2943","83161797","田田投資股份有限公司","新北市永和區永和路1段210巷4號(1樓)","黃佳卉","5000000","1091007"
"2944","83161804","宸讚國際有限公司","新北市三峽區大學路85號10樓之17","林詩妶","200000","1091007"
"2945","83161810","明勝股份有限公司","新北市新莊區新樹路248號","李明忠","11008000","1091008"
"2946","83161826","沐時文創有限公司","臺南市東區長榮路三段64號1樓","楊培元","2500000","1090929"
"2947","83161831","芯希雅有限公司","臺南市東區城東街12巷36-6號","王姿月","100000","1091007"
"2948","83161847","恆新光電開發有限公司","臺南市安平區石門里民權路四段697號1樓","胡家云","100000","1091007"
"2949","83161852","辛辛那有限公司","臺南市北區成德里立賢路一段592號1樓","洪秀靜","500000","1091007"
"2950","83161868","多光養殖能源有限公司","臺南市將軍區鯤溟里鯤溟1之1號","陳榮川","100000","1091008"
"2951","83161874","崴豐企業股份有限公司","臺南市安南區海西里海中街77巷45弄52號1樓","吳景豐","5000000","1091012"
"2952","83161889","堇青文化事業有限公司","臺南市安平區安平路576號","何三和","600000","1091008"
"2953","83161895","歐力海有限公司","臺南市南區明亮里金華路一段420巷12號1樓","陳鏡洲","500000","1091008"
"2954","83161902","頤得生物科技股份有限公司","臺南市新化區知義里新和庒21之2號","林美吟","2000000","1091008"
"2955","83161918","白帥帥有限公司","臺南市北區長興里公園北路209號","WINARTI","6000000","1091012"
"2956","83161924","達豐昇建設有限公司","臺南市安定區港尾里港子尾69之1號","鄭清泉","5000000","1091008"
"2957","83161939","鎮慧國際有限公司","臺南市北區元寶里開元路457號","王淑慧","3000000","1091008"
"2958","83161945","鼎鍋王塑膠有限公司","臺南市安定區港南里港口101之5號1樓","王泳清","100000","1091008"
"2959","83161950","極緻企業有限公司","臺南市仁德區保仁路120巷116弄22號1樓","蔡鎮州","100000","1091008"
"2960","83161966","台南茁壯股份有限公司","臺南市東區崇德路592號1樓","郭為晟","30000000","1091008"
"2961","83161972","琳達投資有限公司","臺南市東區裕農三街211號1樓","沈玉琳","1000000","1091008"
"2962","83161987","禾夏食品有限公司","臺南市永康區塩行里塩和街166巷9號","薛萣禾","3000000","1091008"
"2963","83161993","采風國際實業有限公司","臺南市安平區金城里湖內一街30號2樓","蔡建彬","2000000","1091012"
"2964","83162000","立名投資股份有限公司","臺南市鹽水區津城里民生街4巷5號1樓","林麗芬","8000000","1091008"
"2965","83162016","笈鼎有限公司","臺南市南區省躬三街165巷10號","王淑謹","200000","1091008"
"2966","83162022","靖大建設股份有限公司","臺南市東區裕善街5號1樓","盧靜綸","5000000","1091008"
"2967","83162037","新天地設計開發有限公司","臺南市仁德區大甲里行大一街202號3樓之2","蔡旻家","700000","1091012"
"2968","83162043","海絲科技股份有限公司","臺南市永康區正南八街18號1樓","呂文裕","7500000","1091008"
"2969","83162058","合豐空間設計有限公司","臺南市歸仁區後市里大順街108號1樓","沈佩縈","1000000","1091012"
"2970","83162064","翰陽環保有限公司","臺南市安南區州南里州南路７１號1樓","朱金龍","1000000","1091012"
"2971","83162070","詠華建築開發有限公司","臺南市中西區普濟里西門路二段389號8樓","王駿緯","500000","1091012"
"2972","83162085","怡安生科有限公司","臺南市東區龍山里崇仁街66巷10號12樓","馬佩郁","1000000","1091012"
"2973","83162091","中陞科技有限公司","臺南市永康區龍埔里聖龍街169號1樓","盧奎中","2000000","1091013"
"2974","83162108","興兆投資股份有限公司","臺南市歸仁區新厝里中正南路一段153巷26號1樓","吳順興","15000000","1091013"
"2975","83162114","緁熙卡麥思國際貿易有限公司","臺南市中西區南廠里永華路一段144巷1號1樓","鄭雅玲","500000","1091013"
"2976","83162120","瑞立迅整合顧問有限公司","臺南市中西區永華里府前路一段200號2樓","曾瓈葳","1200000","1091013"
"2977","83162135","窩摩艾室內裝修設計有限公司","臺南市南區文南里南功街63號1樓","賴青珮","1000000","1091013"
"2978","83162141","宏晟印刷實業有限公司","臺南市安南區新順里安豐五街176號1樓","劉訪成","10000000","1091013"
"2979","83162156","鐲木裊興業有限公司","臺南市中西區小西門里西門路一段７１４號","李京凌","600000","1091013"
"2980","83162162","大步空間設計有限公司","臺南市安南區海東里大安街780號1樓","林俊宏","500000","1091013"
"2981","83162178","基尼國際有限公司","臺南市南區同興路245巷52號","莊子萱","500000","1091013"
"2982","83162183","蝦百味股份有限公司","臺南市七股區樹林里看坪13之12號","陳婧洧","1000000","1091013"
"2983","83162199","少宏管理顧問股份有限公司","臺南市中西區南美里民生路一段167號3樓","王裕奎","1000000","1091013"
"2984","83162206","成閎有限公司","臺南市佳里區海澄里萊芊寮1之48號1樓","王姵雅","200000","1091014"
"2985","83162212","辰品農業國際貿易有限公司","臺南市玉井區玉田里民族路142號1樓","林漢維","1000000","1091015"
"2986","83162228","貝斯卡國際有限公司","臺南市北區成功里北安路1段142巷25弄10號4樓","林信宏","2000000","1091014"
"2987","83162233","碩譽工程顧問有限公司","臺南市安平區怡平里平通路369號1樓","黃鼎竣","1500000","1091014"
"2988","83162249","晶順旅行社有限公司","臺南市安南區南里長和路二段12巷341號1樓","吳孟家","1200000","1091014"
"2989","83162254","看見魚行銷有限公司","臺南市永康區五王里中山南路152之4號2樓","魏紹宸","100000","1091014"
"2990","83162260","龍谷有限公司","臺南市安南區大安里義安街164號1樓","劉修宏","660000","1091014"
"2991","83162276","講重點有限公司","臺南市後壁區長安里13鄰中寮215號1樓","林恩佑","100000","1091014"
"2992","83162281","京婰有限公司","臺南市新營區民權里民權路56之1號1樓","何美蘭","1000000","1091015"
"2993","83162297","水圓股份有限公司","臺南市北區育成路61號","葉峻榳","6200000","1091014"
"2994","83162304","泓玉投資有限公司","臺南市中西區金華路四段22號13樓之2","黃楚玉","5000000","1091014"
"2995","83162310","樂原教育有限公司","臺南市北區立人里立人里康樂街435巷17號1樓","陳至紅","100000","1091014"
"2996","83162326","昶鴻藝術有限公司","臺南市中西區西賢里西賢一街71巷6號1樓","洪佳秀","1000000","1091015"
"2997","83162331","南精細材料科技股份有限公司","臺南市西港區慶安里4鄰新興街217號","蔡肇倩","25000000","1091015"
"2998","83162347","崇太股份有限公司","臺南市中西區小西門里永福路一段189號8樓","劉長裕","1200000","1091015"
"2999","83162352","光潔洗衣事業有限公司","臺南市南區彰南里新忠路7號","許凌誠","2000000","1091015"
"3000","83162368","千展國際有限公司","臺南市佳里區忠仁里佳東路269號1樓","巫瑞峯","3000000","1091015"
"3001","83162374","建丞消防工程有限公司","臺南市佳里區祥和三街85號1樓","池健豪","1000000","1091015"
"3002","83162389","宏大建設有限公司","臺南市新化區護國里中山路209巷3之1號1樓","梁凱傑","2000000","1091015"
"3003","83162395","林克電訊有限公司","臺南市官田區隆本里中山路二段128之45號1樓","張家賓","100000","1091019"
"3004","83162402","和興機電工程有限公司","臺南市永康區網寮里永大一路108巷21號10樓之1","楊祥和","2000000","1091016"
"3005","83162418","冠鑫汽車有限公司","臺南市安定區中沙里中崙12之3號","徐政吉","200000","1091015"
"3006","83162424","正合工業有限公司","臺南市永康區永明里中山北路186號","吳柏賢","1000000","1091015"
"3007","83162439","泳暘科技有限公司","臺南市麻豆區中興里興國路56之13號9樓","陳玉玲","800000","1091016"
"3008","83162445","亞炬股份有限公司","臺南市南區開南里新建路47號9樓","林李秀真","100000","1091016"
"3009","83162450","歐吉斯健康事業股份有限公司","臺南市佳里區自由街130號1樓","劉力維","1500000","1091016"
"3010","83162466","弘原光能科技有限公司","臺南市鹽水區北門路1巷6弄61號1樓","王中勝","2000000","1091016"
"3011","83162472","光耀開發有限公司","臺南市安南區永續十街90號","林志豪","1000000","1091019"
"3012","83162487","暢遊國際貿易有限公司","臺南市永康區東橋里中山南路195巷32之7號7樓之2","王志珍","1000000","1091019"
"3013","83162493","驊驛文化有限公司","臺南市安南區新宅五街266巷10號1樓","黃裕霖","1000000","1091019"
"3014","83162515","鴻元投資有限公司","臺南市南區福吉三街77號","陳鴻元","11902000","1091019"
"3015","83162521","鴻運承不動產開發有限公司","臺南市安南區海佃里海佃路一段159號1樓","李應吉","3000000","1091019"
"3016","83162536","玖炬股份有限公司","臺南市安定區港尾里下洲子1之24號","林李秀眞","100000","1091019"
"3017","83162542","茗蘴木藝有限公司","臺南市安平區國平里文平路187巷12號1樓","李帛倫","1000000","1091019"
"3018","83162557","亞瀅有限公司","臺南市善化區蓮潭里陽光二路6號2樓","蔡亞潔","600000","1091020"
"3019","83162563","瀚元開發股份有限公司","臺南市柳營區八翁里八老爺108號","王紳瀚","5000000","1091019"
"3020","83162579","希橙文創有限公司","臺南市東區裕文路187號3樓","林琨翔","2000000","1091021"
"3021","83162584","森丰製菓有限公司","臺南市北區正覺里公園路739號1樓","沈子銘","31000","1091019"
"3022","83162590","欣聖國際開發有限公司","臺南市官田區二鎮里二鎮56之26號","陳聖贊","400000","1091021"
"3023","83162607","台灣樂衣美國際有限公司","臺南市歸仁區六甲里民生十二街33號1樓","林坤略","20000","1091019"
"3024","83162613","鴻運興不動產開發有限公司","臺南市新營區民榮里新進路二段362號1樓","李應吉","3000000","1091019"
"3025","83162629","佳帆環球實業有限公司","臺南市永康區六合里中華路425號8樓之3","Yu Wen Ying","29380000","1091019"
"3026","83162640","芊妃事業有限公司","臺南市東區東門路三段３１號六樓之４","賴逸嫻","30000","1091020"
"3027","83162655","豐秝森室內裝修有限公司","臺南市永康區五王里中山東路130號1樓","邱閔鈺","100000","1091020"
"3028","83162661","兌品餐飲顧問股份有限公司","臺南市中西區民權路三段330號2樓","楊育維","1000000","1091020"
"3029","83162698","虹邑科技有限公司","臺南市永康區東灣里民族路145巷90號1樓","陳冠竹","100000","1091020"
"3030","83162705","峻捷運輸工程有限公司","臺南市永康區永大路二段1526巷2弄2號5樓之8","羅莨峻","300000","1091020"
"3031","83162711","締翰工業有限公司","臺南市安南區原佃里本原街一段47-5號1樓","黃雋哲","300000","1091020"
"3032","83162727","維立方國際有限公司","臺南市東區大學里長榮路三段86巷8號","張維琪","250000","1091020"
"3033","83162732","沐衫家事服務有限公司","臺南市中西區中山路193號","林羡文","6000000","1091022"
"3034","83162748","綉溪文旅有限公司","臺南市安平區建平一街202巷3弄2號3樓","陳思吟","3000000","1091021"
"3035","83162753","關宇有限公司","臺南市永康區崑山里大灣路1102巷17弄142號1樓","曾茂榮","2320000","1091022"
"3036","83162769","樂是登企業股份有限公司","臺南市東區崇信里中華東路三段44巷80號1樓","郭泰佑","4000000","1091021"
"3037","83162775","辰耀興業有限公司","臺南市永康區塩洲里塩洲二街111巷18號1樓","曾耀國","1000000","1091021"
"3038","83162780","輕鬆購新市有限公司","臺南市永康區塩興里三村一街83巷11號1樓","李啓華","1000000","1091021"
"3039","83162796","翔樂國際車業有限公司","臺南市仁德區仁義里林頂街5之2號","陳偉倫","1000000","1091021"
"3040","83162825","富泰技研有限公司","臺南市安平區國平里永華八街2號12樓之3","郭國泰","5000000","1091021"
"3041","83162846","星瑋有限公司","臺南市仁德區中正路三段162巷45號1樓","張高勝","600000","1091022"
"3042","83162851","金石國際文教有限公司","臺南市東區東門路二段290號3樓","吳燕華","6000000","1091023"
"3043","83162867","柏邦科技企業有限公司","臺南市新市區大營里豐榮189之92號","劉興豐","100000","1091022"
"3044","83162873","成傑精密有限公司","臺南市安定區海寮里海寮132之130號2樓","潘忠男","500000","1091022"
"3045","83162888","供具人有限公司","臺南市安定區港南里港口65號1樓","郭桓辰","88888","1091022"
"3046","83162894","鑫成電子商務有限公司","臺南市安平區國平南路96號23樓之5","陳羿伶","1000000","1091022"
"3047","83162923","翰鼎科技有限公司","臺南市東區裕農路375號7樓之1","游彥廷","300000","1091022"
"3048","83162944","益生康生技有限公司","臺南市安平區平通里育平六街46號之1","王金環","100000","1091022"
"3049","83162959","光禾日有限公司","臺南市中西區西賢里西賢六街20巷37號1樓","李佳芬","1000000","1091023"
"3050","83162971","恩卉實業有限公司","臺南市北區長勝里開元路73巷38號1樓","林志明","6000000","1091022"
"3051","83162986","蘇果有限公司","臺南市東區崇明里中華東路三段381號12樓之2","蘇冠州","100000","1091023"
"3052","83162992","欣立發營造股份有限公司","臺南市新市區永就里永就15之2號1樓","莊再嶺","10000000","1091028"
"3053","83163057","力基國際有限公司","臺南市永康區中華路661巷2之1號13樓之2","張永宗","1000000","1091022"
"3054","83163063","桐光能源股份有限公司","臺南市南區金華路二段117號","林和龍","100000","1091022"
"3055","83163084","綠陽能源環保有限公司","臺南市東區東和路177巷5號5樓","陳建廷","1500000","1091023"
"3056","83163090","一二旺不動產開發有限公司","臺南市永康區中興里中華二路189號4樓","陶宗禮","3000000","1091023"
"3057","83163113","凰鼎塗料股份有限公司","臺南市安平區怡平里建平十一街326巷2弄1號1樓","吳邵謙","5000000","1091023"
"3058","83163129","立基室內裝修有限公司","桃園市龍潭區三坑里永昌路24巷3號3樓","陳淑慧","2000000","1090930"
"3059","83163182","雨果投資股份有限公司","桃園市桃園區福元里民富五街17號9樓","龍語喬","3500000","1090930"
"3060","83163211","馨禾有限公司","桃園市桃園區中正里仁愛路87巷18號(1樓)","黃梓玹","500000","1090930"
"3061","83163227","來趣露營戶外用品有限公司","桃園市桃園區藝文一街86-5號12樓","徐工晋","200000","1091005"
"3062","83163232","雙營車材有限公司","桃園市平鎮區復旦里民族路二段229號8樓之7","蕭博濱","1500000","1091005"
"3063","83163253","上金股份有限公司","桃園市蘆竹區安中街5號","陳建廷","17000000","1091005"
"3064","83163269","利鋐投資有限公司","桃園市桃園區新埔十街24巷1號","簡美惠","500000","1091005"
"3065","83163275","興和鼎富股份有限公司","桃園市桃園區新埔六街77號9樓之5","劉思妤","1000000","1091005"
"3066","83163280","初二行銷諮詢有限公司","桃園市楊梅區福德街9巷28號4樓之2","李峻傑","500000","1091005"
"3067","83163296","台灣原住民興業股份有限公司","桃園市復興區羅浮里合流36號","瓦歷斯.貝林","2000000","1091005"
"3068","83163303","昶鋐電梯實業有限公司","桃園市中壢區慈惠三街157巷13號13樓","嚴建勛","6000000","1091005"
"3069","83163319","正展工業有限公司","桃園市桃園區大樹里建國東路26號","陳信洲","1000000","1091005"
"3070","83163330","瓏來科技有限公司","桃園市平鎮區貿易里貿一路52號(1樓)","許培廣","280000","1091005"
"3071","83163346","耀盛開發有限公司","桃園市桃園區西埔里富國路962巷32弄8號","凃耀盛","12000000","1091005"
"3072","83163373","神野娛樂通訊有限公司","桃園市龍潭區東龍路313巷28號","邱聖評","100000","1091005"
"3073","83163388","駿朝實業有限公司","桃園市中壢區普仁里振興街140號2樓之33","許俊遠","2000000","1091005"
"3074","83163394","臻藏房產投資有限公司","桃園市平鎮區莊敬里中豐路山頂段1巷48弄23號(1號)","彭嘉偉","500000","1091005"
"3075","83163401","丞洋展業有限公司","桃園市八德區竹園里長興路689號(1樓)","劉佳玲","200000","1091005"
"3076","83163423","友新營造股份有限公司","桃園市桃園區永安里力行路7號8樓之2","余昇鴻","3700000","1091005"
"3077","83163438","天菜直賣股份有限公司","桃園市新屋區清華里北勢17之6號","陳駿銘","600000","1091005"
"3078","83163459","冠柏建設事業有限公司","桃園市楊梅區瑞塘里萬大路187號(2樓)","許順庭","10000000","1091006"
"3079","83163465","致勝關鍵整合行銷有限公司","桃園市桃園區鎮一街45號(2樓)","曾國勳","100000","1091005"
"3080","83163471","好利倉有限公司","桃園市八德區東豐街246號","陳力禎","20000000","1091006"
"3081","83163508","橙侑精密工業有限公司","桃園市平鎮區中豐路南勢二段460巷123號","劉得彩","8000000","1091006"
"3082","83163520","彩媛投資有限公司","桃園市中壢區新街里元化路236號十樓之2","梁珍媛","20000000","1091006"
"3083","83163556","昶信有限公司","桃園市楊梅區梅獅二段40號2樓","蕭明哲","500000","1091006"
"3084","83163562","凱欣企業有限公司","桃園市桃園區建華一街4號(1樓)","張成德","1000000","1091006"
"3085","83163599","捷富利生物科技有限公司","桃園市中壢區新街里元化路224號12樓","陳美玲","500000","1091006"
"3086","83163606","閤鑫實業股份有限公司","桃園市中壢區新街里元化路224號12樓","高培鈺","10000000","1091006"
"3087","83163633","摩達空間有限公司","桃園市桃園區成功路三段217巷28號","李旭栢","1000000","1091006"
"3088","83163649","鮮饗茶有限公司","桃園市桃園區文昌里民族路113巷2號(1樓)","林伃婕","500000","1091006"
"3089","83163654","禹威開發有限公司","桃園市中壢區仁美里中山東路三段59號19樓之１","邱右文","1000000","1091006"
"3090","83163676","碎盾遊戲股份有限公司","桃園市桃園區中寧里大興西路二段61號7樓","游博進","250000","1091006"
"3091","83163681","昕成開發有限公司","桃園市中壢區仁美里中山東路三段59號19樓之1","李家成","1000000","1091006"
"3092","83163697","飛迅科技辦公設備有限公司","桃園市中壢區元化路271巷26弄73號地 下層","侯心藜","3000000","1091006"
"3093","83163710","欣園建設股份有限公司","桃園市大園區五權里五青路180巷96弄19號(1樓)","陳睿賢","1000000","1091006"
"3094","83163726","仁兆有限公司","桃園市桃園區信光里中正路668號（2樓）","黃文和","2000000","1091006"
"3095","83163731","華辰豐企業有限公司","桃園市蘆竹區仁和街120號9樓","顏振瑞","2000000","1091006"
"3096","83163747","永盈鷹架有限公司","桃園市蘆竹區宏竹里八股路361號(1樓)","廖定宇","500000","1091006"
"3097","83163768","寶研生技有限公司","桃園市蘆竹區南工路56號","劉于禎","4000000","1091006"
"3098","83163795","利河伯驗屋有限公司","桃園市中壢區普強里幸福街123之2號4樓","蔣福珍","100000","1091006"
"3099","83163802","宜聖國際企業有限公司","桃園市楊梅區員本里民有路二段231巷105弄96之1號","許德聖","2000000","1091006"
"3100","83163818","翰曄建設有限公司","桃園市桃園區藝文一街8號14樓","詹啟陽","20000000","1091006"
"3101","83163824","向宸有限公司","桃園市中壢區東林街31號","羅右宸","500000","1091006"
"3102","83163839","長忻有限公司","桃園市中壢區強國路29號5樓","吳春蘭","2000000","1091006"
"3103","83163866","和楓企業有限公司","桃園市桃園區汴洲里鹽庫街31號","陳和昌","500000","1091007"
"3104","83163900","億熹興業有限公司","桃園市桃園區光興里中山路544、546號","孫嘉慧","200000","1091007"
"3105","83163937","鴻宜有限公司","桃園市中壢區崁頂路1025巷138號","蕭美秋","600000","1091008"
"3106","83163943","祐瑩投資股份有限公司","桃園市龜山區三民路78號(1樓)","李金順","3000000","1091007"
"3107","83163958","承明有限公司","桃園市桃園區瑞慶里同德十二街362號19樓","林仕明","50000000","1091007"
"3108","83163964","豐合建設股份有限公司","桃園市桃園區同安里同德六街89號12樓之1","蔣心怡","10000000","1091007"
"3109","83163970","新聯奕建設有限公司","桃園市桃園區中山里宏昌十三街616號2樓","邱文勇","1000000","1091007"
"3110","83163985","汎揚門業有限公司","桃園市桃園區青溪里鎮三街122之1號","簡靖琳","200000","1091007"
"3111","83163991","瑞德投控股份有限公司","桃園市中壢區青埔里領航南路三段468號5樓之29","謝沛宸","5000000","1091007"
"3112","83164014","順吉開發有限公司","桃園市大園區大園里中山北路16號(1樓)","王又豎","180000","1091007"
"3113","83164035","廣圓投資顧問股份有限公司","桃園市桃園區大有里大有路498號14樓","唐健惟","10000","1091008"
"3114","83164041","台灣創意分析股份有限公司","桃園市中壢區復華九街56-3號9樓","林文章","2000000","1091008"
"3115","83164056","戴夫國際健康產業有限公司","桃園市八德區大福里介壽路一段16巷16號2樓","黃雅瑤","643200","1091007"
"3116","83164106","大象點子行銷有限公司","桃園市桃園區新埔五街106號","謝承軒","5000000","1091007"
"3117","83164128","象乾合一有限公司","桃園市中壢區青埔里青峰路1段39號11樓","廖宸和","100000","1091007"
"3118","83164133","實力開發有限公司","桃園市桃園區南埔里溫州街15巷19號","周征吾","20000000","1091007"
"3119","83164149","上善唯美國際有限公司","桃園市中壢區青埔里高鐵站前西路1段288號","陳家瑤","500000","1091012"
"3120","83164154","榮易數位文化有限公司","桃園市中壢區新街里元化路224號12樓","江鴻程","2000000","1091007"
"3121","83164176","雷龍有限公司","桃園市桃園區福林里介壽路495巷61號11樓","王偉丞","500000","1091007"
"3122","83164181","聯丞興業有限公司","桃園市平鎮區莊敬里莊敬街104號(1樓)","嚴中志","1000000","1091007"
"3123","83164197","勤業興有限公司","桃園市龜山區光和街22巷4號","王宥恭","500000","1091008"
"3124","83164204","紘申精密有限公司","桃園市桃園區福林里陽明十一街70號(1樓)","邱品堯","2500000","1091008"
"3125","83164252","凱美實業有限公司","桃園市大園區五權里中油街358巷14號(1樓)","蔣先美","1000000","1091008"
"3126","83164274","吉可富有限公司","桃園市桃園區龍祥里中山路1308巷328號12樓","陳玠滕","30000","1091008"
"3127","83164295","和平水產實業有限公司","桃園市中壢區元化路224號12樓","謝宗男","1000000","1091008"
"3128","83164302","松翰建設有限公司","桃園市中壢區興平里元化路二段128號2樓","陳若雲","6000000","1091008"
"3129","83164350","益家莉有限公司","桃園市桃園區縣府路294巷1之1號","林慈棋","1000000","1091008"
"3130","83164366","成十成有限公司","桃園市中壢區普義里四維路48之1號（1樓）","王翊軒","2000000","1091008"
"3131","83164372","三食櫃股份有限公司","桃園市桃園區介壽路495巷65號13樓","周禎洋","13500000","1091008"
"3132","83164387","台灣康罩有限公司","桃園市龜山區南上里民生北路一段256號1樓","陳政賢","500000","1091008"
"3133","83164400","英傑國際有限公司","桃園市桃園區大興路120巷27號","鄧英傑","2000000","1091008"
"3134","83164416","傑仲創意室內設計有限公司","桃園市蘆竹區中福里中興路553巷15之9號","黃弘凱","500000","1091008"
"3135","83164422","喜築企業有限公司","桃園市桃園區大興西路2段61號7樓","盧義國","1000000","1091008"
"3136","83164470","福謙精工股份有限公司","桃園市桃園區蓮埔街189號1樓","李宗茂","200000","1091008"
"3137","83164485","蘊倡實業有限公司","桃園市龜山區舊路里東舊路街118巷8號","謝秀宣","20000000","1091008"
"3138","83164491","添枝投資股份有限公司","桃園市新屋區下田心子4-1號","陳文添","19598080","1091008"
"3139","83164513","釩顥工程有限公司","桃園市龜山區龍華里龍興街8巷10之1號2樓","張光正","2000000","1091008"
